1 , 200

2 , 200

3 , 200

4 , 200

5 , 200

6 , 200

7 , 200

8 , 200

9 , 200

10 , 200

11 , 200

12 , 200

13 , 200

14 , 200

15 , 200

16 , 200

17 , 200

18 , 200

19 , 200

20 , 200

21 , 200

22 , 200

23 , 200

24 , 200

25 , 200

26 , 200

27 , 200

28 , 200

29 , 200

30 , 200

31 , 200

32 , 200

33 , 200

34 , 200

35 , 200

36 , 200

37 , 200

38 , 200

39 , 200

40 , 200

41 , 200

42 , 200

43 , 200

44 , 200

45 , 200

46 , 200

47 , 200

48 , 200

49 , 200

50 , 200

51 , 200

52 , 200

53 , 200

54 , 200

55 , 200

56 , 200

57 , 200

58 , 200

59 , 200

60 , 200

61 , 200

62 , 200

63 , 200

64 , 200

65 , 200

66 , 200

67 , 200

68 , 200

69 , 200

70 , 200

71 , 200

72 , 200

73 , 200

74 , 200

75 , 200

76 , 200

77 , 200

78 , 200

79 , 200

80 , 200

81 , 200

82 , 200

83 , 200

84 , 200

85 , 200

86 , 200

87 , 200

88 , 200

89 , 200

90 , 200

91 , 200

92 , 200

93 , 200

94 , 200

95 , 200

96 , 200

97 , 200

98 , 200

99 , 200

100 , 200

101 , 400

102 , 400

103 , 400

104 , 400

105 , 400

106 , 400

107 , 400

108 , 400

109 , 400

110 , 400

111 , 400

112 , 400

113 , 400

114 , 400

115 , 400

116 , 400

117 , 400

118 , 400

119 , 400

120 , 400

121 , 400

122 , 400

123 , 400

124 , 400

125 , 400

126 , 400

127 , 400

128 , 400

129 , 400

130 , 400

131 , 400

132 , 400

133 , 400

134 , 400

135 , 400

136 , 400

137 , 400

138 , 400

139 , 400

140 , 400

141 , 400

142 , 400

143 , 400

144 , 400

145 , 400

146 , 400

147 , 400

148 , 400

149 , 400

150 , 400

151 , 400

152 , 400

153 , 400

154 , 400

155 , 400

156 , 400

157 , 400

158 , 400

159 , 400

160 , 400

161 , 400

162 , 400

163 , 400

164 , 400

165 , 400

166 , 400

167 , 400

168 , 400

169 , 400

170 , 400

171 , 400

172 , 400

173 , 400

174 , 400

175 , 400

176 , 400

177 , 400

178 , 400

179 , 400

180 , 400

181 , 400

182 , 400

183 , 400

184 , 400

185 , 400

186 , 400

187 , 400

188 , 400

189 , 400

190 , 400

191 , 400

192 , 400

193 , 400

194 , 400

195 , 400

196 , 400

197 , 400

198 , 400

199 , 400

200 , 400

201 , 600

202 , 600

203 , 600

204 , 600

205 , 600

206 , 600

207 , 600

208 , 600

209 , 600

210 , 600

211 , 600

212 , 600

213 , 600

214 , 600

215 , 600

216 , 600

217 , 600

218 , 600

219 , 600

